"Mas","Points:0","Points:1","Points:2","T","U:0","U:1","U:2","alphat","nuTilda","nut","p","pFluc","pMean","rho"
0.8535,1.1715,-0.013232,0,276.55,0,0,0,0,0,0,62947,-6304,69252,0.79117
0.85134,1.1717,-0.012972,0,276.35,0,0,0,0,0,0,63089,-6256,69345,0.79352
0.84432,1.1719,-0.012713,0,276.69,0,0,0,0,0,0,63550,-5822.8,69373,0.79834
0.84466,1.1722,-0.012454,0,276.68,0,0,0,0,0,0,63528,-5763.8,69292,0.7981
0.84704,1.1724,-0.012199,0,276.46,0,0,0,0,0,0,63372,-5902.6,69274,0.79677
0.84273,1.1726,-0.011946,0,276.55,0,0,0,0,0,0,63655,-5720.8,69376,0.80008
0.83912,1.1728,-0.011692,0,276.59,0,0,0,0,0,0,63892,-5579,69471,0.80293
0.83947,1.1731,-0.011439,0,276.22,0,0,0,0,0,0,63869,-5671.1,69540,0.8037
0.83819,1.1733,-0.011185,0,276.23,0,0,0,0,0,0,63954,-5561.6,69515,0.80474
0.83587,1.1735,-0.010937,0,276.42,0,0,0,0,0,0,64106,-5431.1,69537,0.80612
0.83406,1.1738,-0.01069,0,276.29,0,0,0,0,0,0,64226,-5461.3,69687,0.808
0.82906,1.174,-0.010443,0,276.36,0,0,0,0,0,0,64555,-5252.6,69807,0.81194
0.82558,1.1742,-0.010195,0,276.51,0,0,0,0,0,0,64784,-5068.3,69852,0.81438
0.82541,1.1745,-0.009951,0,276.46,0,0,0,0,0,0,64795,-5123.3,69919,0.81466
0.82128,1.1747,-0.0097092,0,276.58,0,0,0,0,0,0,65067,-5023.1,70091,0.81772
0.81536,1.175,-0.0094675,0,276.76,0,0,0,0,0,0,65458,-4826.9,70285,0.82208
0.81409,1.1752,-0.0092257,0,276.62,0,0,0,0,0,0,65541,-4869.2,70411,0.82357
0.8107,1.1755,-0.0089856,0,276.77,0,0,0,0,0,0,65765,-4738,70503,0.82592
0.80412,1.1757,-0.0087498,0,277.2,0,0,0,0,0,0,66199,-4504.8,70704,0.83009
0.80056,1.176,-0.0085139,0,277.23,0,0,0,0,0,0,66434,-4551.2,70985,0.83293
0.79579,1.1762,-0.0082781,0,277.21,0,0,0,0,0,0,66749,-4461.6,71211,0.83694
0.78833,1.1764,-0.0080422,0,277.68,0,0,0,0,0,0,67242,-4107.6,71349,0.84171
0.7844,1.1767,-0.0078122,0,277.96,0,0,0,0,0,0,67501,-4081.7,71583,0.84409
0.7811,1.177,-0.0075825,0,277.92,0,0,0,0,0,0,67719,-4221.6,71940,0.84695
0.77156,1.1772,-0.0073527,0,278.25,0,0,0,0,0,0,68348,-3918.5,72267,0.8538
0.76583,1.1775,-0.007123,0,278.48,0,0,0,0,0,0,68726,-3816.1,72542,0.85781
0.76304,1.1777,-0.0068972,0,278.59,0,0,0,0,0,0,68910,-3928.6,72839,0.85978
0.75058,1.178,-0.0066737,0,279.3,0,0,0,0,0,0,69732,-3496.8,73228,0.8678
0.73834,1.1782,-0.0064502,0,279.91,0,0,0,0,0,0,70537,-3123.5,73660,0.87592
0.73094,1.1785,-0.0062267,0,280.14,0,0,0,0,0,0,71023,-3022.6,74046,0.88121
0.71996,1.1788,-0.0060053,0,280.82,0,0,0,0,0,0,71743,-2619.6,74363,0.88799
0.71206,1.179,-0.0057883,0,281.27,0,0,0,0,0,0,72261,-2491.7,74753,0.89298
0.12977,1.1811,-0.0090621,0,289.51,0,0,0,0,0,0,1.0014e+05,520.73,99619,1.2023
0.11401,1.1814,-0.0088795,0,289.74,0,0,0,0,0,0,1.0041e+05,750.01,99658,1.2046
0.12457,1.1816,-0.0086969,0,289.61,0,0,0,0,0,0,1.0023e+05,516.32,99716,1.203
0.11391,1.1819,-0.0085145,0,289.7,0,0,0,0,0,0,1.0041e+05,577.57,99832,1.2047
0.09767,1.1821,-0.0083388,0,289.83,0,0,0,0,0,0,1.0065e+05,754.32,99897,1.2071
0.11505,1.1824,-0.008163,0,289.61,0,0,0,0,0,0,1.0039e+05,516.32,99875,1.2049
0.11627,1.1827,-0.0079873,0,289.58,0,0,0,0,0,0,1.0037e+05,489.78,99882,1.2048
0.10588,1.1829,-0.0078116,0,289.72,0,0,0,0,0,0,1.0053e+05,631.87,99902,1.2061
0.11823,1.1832,-0.0076359,0,289.55,0,0,0,0,0,0,1.0034e+05,422.35,99917,1.2045
0.10881,1.1834,-0.0074602,0,289.68,0,0,0,0,0,0,1.0049e+05,530.62,99959,1.2058
0.085967,1.1837,-0.0072845,0,289.93,0,0,0,0,0,0,1.008e+05,744.39,1.0006e+05,1.2085
0.10391,1.184,-0.0071137,0,289.67,0,0,0,0,0,0,1.0056e+05,438.82,1.0012e+05,1.2067
0.10312,1.1842,-0.0069449,0,289.64,0,0,0,0,0,0,1.0057e+05,460.63,1.0011e+05,1.207
0.075585,1.1845,-0.006776,0,289.92,0,0,0,0,0,0,1.0092e+05,807.86,1.0011e+05,1.2099
0.10081,1.1847,-0.0066072,0,289.67,0,0,0,0,0,0,1.0061e+05,480.53,1.0013e+05,1.2072
0.11767,1.185,-0.0064383,0,289.44,0,0,0,0,0,0,1.0035e+05,214.31,1.0013e+05,1.2051
0.089141,1.1853,-0.0062694,0,289.79,0,0,0,0,0,0,1.0076e+05,600.59,1.0016e+05,1.2086
0.090417,1.1855,-0.0061006,0,289.8,0,0,0,0,0,0,1.0075e+05,509.77,1.0024e+05,1.2084
0.11066,1.1858,-0.0059345,0,289.5,0,0,0,0,0,0,1.0046e+05,151.96,1.0031e+05,1.2062
0.085707,1.1861,-0.0057725,0,289.72,0,0,0,0,0,0,1.0081e+05,486.41,1.0032e+05,1.2094
0.073952,1.1863,-0.0056104,0,289.84,0,0,0,0,0,0,1.0094e+05,625.85,1.0031e+05,1.2105
0.11047,1.1866,-0.0054484,0,289.45,0,0,0,0,0,0,1.0046e+05,145.98,1.0032e+05,1.2064
0.10536,1.1869,-0.0052863,0,289.5,0,0,0,0,0,0,1.0054e+05,224.93,1.0032e+05,1.2072
0.073068,1.1871,-0.0051242,0,289.84,0,0,0,0,0,0,1.0095e+05,614.99,1.0033e+05,1.2106
0.095263,1.1874,-0.0049622,0,289.65,0,0,0,0,0,0,1.0068e+05,299.5,1.0038e+05,1.2082
0.10398,1.1877,-0.0048008,0,289.49,0,0,0,0,0,0,1.0056e+05,95.531,1.0047e+05,1.2074
0.066534,1.188,-0.0046455,0,289.79,0,0,0,0,0,0,1.0101e+05,514.65,1.005e+05,1.2116
0.072433,1.1882,-0.0044902,0,289.76,0,0,0,0,0,0,1.0095e+05,477.64,1.0048e+05,1.211
0.10596,1.1885,-0.0043349,0,289.41,0,0,0,0,0,0,1.0053e+05,59.457,1.0047e+05,1.2074
0.092321,1.1888,-0.0041796,0,289.55,0,0,0,0,0,0,1.0072e+05,251.7,1.0047e+05,1.2091
0.052058,1.189,-0.0040243,0,289.9,0,0,0,0,0,0,1.0113e+05,655.29,1.0048e+05,1.2126
0.039621,1.1893,-0.003869,0,289.99,0,0,0,0,0,0,1.0121e+05,705.38,1.0051e+05,1.2131
0.061691,1.1896,-0.0037137,0,289.85,0,0,0,0,0,0,1.0106e+05,473.16,1.0058e+05,1.2119
0.090964,1.1899,-0.0035636,0,289.52,0,0,0,0,0,0,1.0074e+05,104.94,1.0064e+05,1.2095
0.089815,1.1901,-0.003415,0,289.49,0,0,0,0,0,0,1.0075e+05,129.26,1.0063e+05,1.2097
0.0096648,1.1904,-0.0032664,0,289.96,0,0,0,0,0,0,1.0132e+05,709.43,1.0061e+05,1.2145
0,1.1907,-0.0031178,0,290.19,0,0,0,0,0,0,1.0156e+05,963.3,1.006e+05,1.2165
0.0674,1.191,-0.0029691,0,289.73,0,0,0,0,0,0,1.01e+05,395.41,1.0061e+05,1.2117
0.70829,1.1793,-0.0055791,0,281.2,0,0,0,0,0,0,72507,-2710.8,75218,0.89624
0.69769,1.1795,-0.00537,0,281.63,0,0,0,0,0,0,73199,-2413.8,75612,0.90341
0.68926,1.1798,-0.0051609,0,282.12,0,0,0,0,0,0,73747,-2139.1,75886,0.9086
0.68626,1.18,-0.0049575,0,282.19,0,0,0,0,0,0,73942,-2265.8,76208,0.91079
0.67315,1.1803,-0.0047547,0,282.82,0,0,0,0,0,0,74791,-1876.5,76668,0.91917
0.65869,1.1806,-0.004552,0,283.6,0,0,0,0,0,0,75723,-1371.4,77094,0.92809
0.65904,1.1808,-0.0043493,0,283.4,0,0,0,0,0,0,75701,-1689.7,77390,0.92847
0.65917,1.1811,-0.0041492,0,283.24,0,0,0,0,0,0,75692,-1950.7,77643,0.92889
0.64876,1.1814,-0.0039531,0,283.78,0,0,0,0,0,0,76360,-1646,78006,0.93528
0.64062,1.1816,-0.003757,0,284.14,0,0,0,0,0,0,76879,-1539.5,78419,0.94045
0.64445,1.1819,-0.0035608,0,283.66,0,0,0,0,0,0,76635,-2130.5,78766,0.93905
0.64358,1.1822,-0.0033647,0,283.53,0,0,0,0,0,0,76691,-2328,79019,0.94017
0.62337,1.1824,-0.0031749,0,284.72,0,0,0,0,0,0,77974,-1339.8,79313,0.95189
0.60351,1.1827,-0.0029855,0,285.79,0,0,0,0,0,0,79220,-490.14,79711,0.96351
0.59719,1.183,-0.0027962,0,285.93,0,0,0,0,0,0,79614,-462.82,80077,0.96781
0.59882,1.1832,-0.0026068,0,285.62,0,0,0,0,0,0,79512,-846.36,80359,0.96762
0.59618,1.1835,-0.0024206,0,285.65,0,0,0,0,0,0,79676,-933.65,80610,0.96952
0.58241,1.1838,-0.0022382,0,286.34,0,0,0,0,0,0,80528,-412.56,80940,0.97753
0.57104,1.1841,-0.0020558,0,286.84,0,0,0,0,0,0,81224,-84.329,81308,0.98424
0.5766,1.1843,-0.0018735,0,286.29,0,0,0,0,0,0,80884,-728.18,81612,0.98202
0.57654,1.1846,-0.0016911,0,286.11,0,0,0,0,0,0,80888,-945.16,81833,0.98269
0.55788,1.1849,-0.0015157,0,287.12,0,0,0,0,0,0,82022,-89.004,82111,0.99293
0.54401,1.1852,-0.0013405,0,287.79,0,0,0,0,0,0,82853,382.75,82471,1.0007
0.54007,1.1854,-0.0011653,0,287.84,0,0,0,0,0,0,83087,306.39,82781,1.0033
0.5361,1.1857,-0.00099012,0,287.92,0,0,0,0,0,0,83322,291.79,83031,1.0059
0.52916,1.186,-0.00081862,0,288.21,0,0,0,0,0,0,83732,458.51,83273,1.0098
0.52158,1.1863,-0.0006508,0,288.52,0,0,0,0,0,0,84175,609.47,83566,1.0141
0.52357,1.1866,-0.00048297,0,288.24,0,0,0,0,0,0,84059,187.38,83872,1.0136
0.52871,1.1869,-0.00031514,0,287.78,0,0,0,0,0,0,83758,-382.75,84141,1.0117
0.51717,1.1871,-0.00014755,0,288.32,0,0,0,0,0,0,84432,85.344,84347,1.0179
0.50309,1.1874,1.2694e-05,0,289.03,0,0,0,0,0,0,85242,663.13,84579,1.0251
0.49889,1.1877,0.00017294,0,289.14,0,0,0,0,0,0,85482,601.16,84881,1.0276
0.49073,1.188,0.00033318,0,289.48,0,0,0,0,0,0,85944,794.13,85150,1.032
0.48018,1.1883,0.00049343,0,289.96,0,0,0,0,0,0,86535,1183.5,85351,1.0373
0.47855,1.1886,0.00064934,0,289.99,0,0,0,0,0,0,86625,1078.8,85547,1.0383
0.47932,1.1889,0.0008018,0,289.89,0,0,0,0,0,0,86582,776.81,85806,1.0381
0.47335,1.1892,0.00095425,0,290.17,0,0,0,0,0,0,86913,856.39,86056,1.0411
0.46957,1.1895,0.0011067,0,290.33,0,0,0,0,0,0,87121,870.88,86250,1.043
0.086182,1.1913,-0.0028042,0,289.56,0,0,0,0,0,0,1.008e+05,168.18,1.0063e+05,1.21
0,1.1916,-0.0026392,0,289.99,0,0,0,0,0,0,1.0135e+05,657.97,1.0069e+05,1.2147
0,1.1919,-0.0024794,0,290.04,0,0,0,0,0,0,1.0145e+05,713,1.0074e+05,1.2158
0.053477,1.1922,-0.0023218,0,289.75,0,0,0,0,0,0,1.0112e+05,388.71,1.0073e+05,1.2131
0.043644,1.1925,-0.0021642,0,289.79,0,0,0,0,0,0,1.0119e+05,474.88,1.0072e+05,1.2137
0.030379,1.1928,-0.0020065,0,289.86,0,0,0,0,0,0,1.0126e+05,558.7,1.007e+05,1.2142
0.051108,1.1931,-0.0018489,0,289.76,0,0,0,0,0,0,1.0114e+05,426.17,1.0071e+05,1.2132
0.024137,1.1934,-0.0016913,0,289.9,0,0,0,0,0,0,1.0128e+05,534.28,1.0075e+05,1.2144
0,1.1937,-0.0015345,0,289.94,0,0,0,0,0,0,1.0136e+05,559.03,1.0081e+05,1.2152
0.04114,1.1941,-0.0013842,0,289.74,0,0,0,0,0,0,1.0121e+05,375.25,1.0083e+05,1.2141
0.01142,1.1944,-0.0012338,0,289.82,0,0,0,0,0,0,1.0132e+05,498.34,1.0082e+05,1.2151
0,1.1947,-0.0010835,0,289.9,0,0,0,0,0,0,1.0138e+05,571.97,1.0081e+05,1.2156
0.052406,1.195,-0.0009331,0,289.69,0,0,0,0,0,0,1.0113e+05,327.25,1.008e+05,1.2134
0.037052,1.1953,-0.00078275,0,289.77,0,0,0,0,0,0,1.0123e+05,415.24,1.0081e+05,1.2142
0,1.1956,-0.00063239,0,289.94,0,0,0,0,0,0,1.0143e+05,565.76,1.0086e+05,1.216
0.036983,1.1959,-0.00048582,0,289.73,0,0,0,0,0,0,1.0123e+05,308.44,1.0092e+05,1.2144
0.038603,1.1963,-0.00034267,0,289.68,0,0,0,0,0,0,1.0122e+05,299.63,1.0092e+05,1.2145
0,1.1966,-0.00019952,0,289.89,0,0,0,0,0,0,1.0145e+05,552.23,1.009e+05,1.2165
0.035365,1.1969,-5.637e-05,0,289.73,0,0,0,0,0,0,1.0124e+05,338.59,1.009e+05,1.2145
0.057892,1.1972,8.6781e-05,0,289.59,0,0,0,0,0,0,1.0109e+05,187.58,1.009e+05,1.2133
0,1.1975,0.00022993,0,289.86,0,0,0,0,0,0,1.0139e+05,482.29,1.0091e+05,1.2158
0,1.1978,0.00037308,0,289.87,0,0,0,0,0,0,1.0141e+05,437.23,1.0097e+05,1.216
0.045888,1.1982,0.00050961,0,289.61,0,0,0,0,0,0,1.0118e+05,157.77,1.0102e+05,1.2143
0,1.1985,0.00064563,0,289.77,0,0,0,0,0,0,1.0138e+05,389.49,1.01e+05,1.2161
0,1.1988,0.00078166,0,289.92,0,0,0,0,0,0,1.0153e+05,559.59,1.0097e+05,1.2173
0.049528,1.1991,0.00091768,0,289.62,0,0,0,0,0,0,1.0115e+05,175.77,1.0098e+05,1.214
0.052453,1.1994,0.0010537,0,289.59,0,0,0,0,0,0,1.0113e+05,147.97,1.0098e+05,1.2138
0,1.1998,0.0011897,0,289.9,0,0,0,0,0,0,1.0148e+05,467.09,1.0101e+05,1.2167
0,1.2001,0.0013234,0,289.76,0,0,0,0,0,0,1.0134e+05,274.73,1.0107e+05,1.2156
0.052217,1.2004,0.0014524,0,289.54,0,0,0,0,0,0,1.0113e+05,45.339,1.0109e+05,1.2141
0,1.2007,0.0015814,0,289.77,0,0,0,0,0,0,1.0141e+05,350.49,1.0106e+05,1.2164
0,1.2011,0.0017103,0,289.79,0,0,0,0,0,0,1.014e+05,365.18,1.0104e+05,1.2163
0.065352,1.2014,0.0018393,0,289.48,0,0,0,0,0,0,1.0102e+05,-23.545,1.0105e+05,1.213
0.040326,1.2017,0.0019683,0,289.64,0,0,0,0,0,0,1.0121e+05,136.71,1.0107e+05,1.2146
0,1.202,0.0020972,0,289.91,0,0,0,0,0,0,1.0153e+05,411.33,1.0112e+05,1.2172
0.046961,1.2024,0.0022221,0,289.59,0,0,0,0,0,0,1.0117e+05,22.716,1.0115e+05,1.2143
0.066441,1.2027,0.0023454,0,289.43,0,0,0,0,0,0,1.0101e+05,-139.74,1.0115e+05,1.2131
0,1.203,0.0024688,0,289.84,0,0,0,0,0,0,1.0149e+05,327.68,1.0116e+05,1.2171
0.4657,1.1898,0.0012681,0,290.5,0,0,0,0,0,0,87332,899.99,86432,1.0449
0.45461,1.1901,0.0014222,0,291.04,0,0,0,0,0,0,87933,1274.1,86659,1.0502
0.44924,1.1904,0.0015762,0,291.26,0,0,0,0,0,0,88221,1334.1,86886,1.0528
0.45166,1.1907,0.0017303,0,291.07,0,0,0,0,0,0,88091,1004.4,87086,1.0519
0.44937,1.191,0.0018843,0,291.11,0,0,0,0,0,0,88214,941.3,87272,1.0533
0.44453,1.1914,0.0020301,0,291.26,0,0,0,0,0,0,88471,1014.5,87456,1.0558
0.44427,1.1917,0.0021754,0,291.16,0,0,0,0,0,0,88485,825.23,87659,1.0563
0.44419,1.192,0.0023207,0,291.03,0,0,0,0,0,0,88489,625.57,87863,1.0569
0.44378,1.1923,0.0024661,0,290.9,0,0,0,0,0,0,88510,478.66,88032,1.0576
0.44471,1.1926,0.0026039,0,290.7,0,0,0,0,0,0,88461,280.9,88180,1.0577
0.4455,1.193,0.0027392,0,290.49,0,0,0,0,0,0,88420,41.621,88378,1.058
0.44434,1.1933,0.0028746,0,290.39,0,0,0,0,0,0,88481,-104.22,88585,1.0591
0.44063,1.1936,0.0030099,0,290.42,0,0,0,0,0,0,88677,-72.983,88750,1.0613
0.43768,1.1939,0.0031453,0,290.42,0,0,0,0,0,0,88832,-44.792,88876,1.0632
0.43729,1.1943,0.0032752,0,290.29,0,0,0,0,0,0,88852,-158.37,89011,1.0639
0.43797,1.1946,0.0033999,0,290.11,0,0,0,0,0,0,88817,-365.59,89182,1.0641
0.43772,1.1949,0.0035246,0,289.99,0,0,0,0,0,0,88830,-519.64,89349,1.0647
0.43709,1.1952,0.0036493,0,289.89,0,0,0,0,0,0,88862,-648.5,89511,1.0655
0.43589,1.1956,0.003774,0,289.82,0,0,0,0,0,0,88926,-738.15,89664,1.0665
0.43407,1.1959,0.003896,0,289.77,0,0,0,0,0,0,89020,-759.66,89780,1.0678
0.43261,1.1962,0.0040106,0,289.71,0,0,0,0,0,0,89096,-808.52,89905,1.069
0.43171,1.1966,0.0041252,0,289.64,0,0,0,0,0,0,89143,-928.03,90071,1.0698
0.43139,1.1969,0.0042398,0,289.56,0,0,0,0,0,0,89160,-1061,90221,1.0703
0.43045,1.1972,0.0043544,0,289.52,0,0,0,0,0,0,89209,-1115.7,90324,1.071
0.42825,1.1976,0.004469,0,289.54,0,0,0,0,0,0,89322,-1096.1,90418,1.0723
0.42614,1.1979,0.0045741,0,289.56,0,0,0,0,0,0,89431,-1132.5,90564,1.0735
0.42543,1.1982,0.0046792,0,289.53,0,0,0,0,0,0,89468,-1267.2,90735,1.0741
0.42522,1.1986,0.0047843,0,289.49,0,0,0,0,0,0,89479,-1383.9,90862,1.0744
0.42478,1.1989,0.0048894,0,289.46,0,0,0,0,0,0,89501,-1471.9,90973,1.0747
0.42488,1.1992,0.0049945,0,289.39,0,0,0,0,0,0,89496,-1580.6,91076,1.0749
0.42439,1.1996,0.005093,0,289.36,0,0,0,0,0,0,89522,-1672.3,91194,1.0754
0.42321,1.1999,0.0051892,0,289.36,0,0,0,0,0,0,89582,-1763.6,91345,1.0761
0.423,1.2003,0.0052855,0,289.31,0,0,0,0,0,0,89593,-1901.9,91495,1.0764
0.42273,1.2006,0.0053817,0,289.27,0,0,0,0,0,0,89606,-2016.5,91623,1.0767
0.42219,1.2009,0.0054779,0,289.22,0,0,0,0,0,0,89634,-2108.8,91743,1.0772
0.42216,1.2013,0.0055701,0,289.14,0,0,0,0,0,0,89635,-2238,91873,1.0775
0.42154,1.2016,0.0056581,0,289.1,0,0,0,0,0,0,89667,-2344.4,92012,1.0781
0.42093,1.202,0.0057461,0,289.05,0,0,0,0,0,0,89698,-2429.3,92128,1.0786
0,1.2033,0.0025831,0,289.86,0,0,0,0,0,0,1.0149e+05,301.04,1.0119e+05,1.217
0.074091,1.2036,0.0026944,0,289.38,0,0,0,0,0,0,1.0094e+05,-274.16,1.0121e+05,1.2124
0.066152,1.2039,0.0028047,0,289.42,0,0,0,0,0,0,1.0102e+05,-202.07,1.0122e+05,1.2132
0,1.2042,0.0029149,0,289.9,0,0,0,0,0,0,1.0156e+05,344.97,1.0122e+05,1.2178
0,1.2045,0.0030252,0,289.78,0,0,0,0,0,0,1.0139e+05,150.39,1.0124e+05,1.2162
0.080196,1.2048,0.0031319,0,289.3,0,0,0,0,0,0,1.0087e+05,-408.18,1.0128e+05,1.2119
0.050297,1.2051,0.0032356,0,289.49,0,0,0,0,0,0,1.0115e+05,-136.97,1.0128e+05,1.2145
0,1.2054,0.0033393,0,289.93,0,0,0,0,0,0,1.0165e+05,404.07,1.0125e+05,1.2186
0.045563,1.2057,0.003443,0,289.58,0,0,0,0,0,0,1.0118e+05,-38.593,1.0122e+05,1.2145
0.1097,1.206,0.0035468,0,288.99,0,0,0,0,0,0,1.0048e+05,-747.72,1.0122e+05,1.2085
0.073735,1.2063,0.0036505,0,289.36,0,0,0,0,0,0,1.0094e+05,-304.1,1.0124e+05,1.2125
0,1.2066,0.0037542,0,290.04,0,0,0,0,0,0,1.0172e+05,474.8,1.0125e+05,1.2191
0,1.207,0.0038579,0,289.76,0,0,0,0,0,0,1.0133e+05,53.205,1.0128e+05,1.2155
0.097193,1.2073,0.0039603,0,289.14,0,0,0,0,0,0,1.0066e+05,-712.87,1.0137e+05,1.21
0.065974,1.2076,0.0040545,0,289.35,0,0,0,0,0,0,1.0102e+05,-397.98,1.0141e+05,1.2135
0,1.2079,0.0041487,0,289.87,0,0,0,0,0,0,1.0161e+05,249.96,1.0136e+05,1.2184
0.035883,1.2082,0.0042429,0,289.59,0,0,0,0,0,0,1.0123e+05,-77.233,1.0131e+05,1.2151
0.091803,1.2085,0.0043372,0,289.18,0,0,0,0,0,0,1.0073e+05,-579.51,1.0131e+05,1.2108
0.056314,1.2088,0.0044314,0,289.49,0,0,0,0,0,0,1.011e+05,-216.73,1.0132e+05,1.2139
0.018817,1.2091,0.0045256,0,289.68,0,0,0,0,0,0,1.013e+05,-11.082,1.0131e+05,1.2155
0.07468,1.2094,0.0046198,0,289.41,0,0,0,0,0,0,1.0093e+05,-393.21,1.0132e+05,1.2122
0.061923,1.2097,0.004714,0,289.48,0,0,0,0,0,0,1.0105e+05,-355.57,1.0141e+05,1.2134
0,1.21,0.0048004,0,289.74,0,0,0,0,0,0,1.0145e+05,-16.984,1.0147e+05,1.2171
0.046064,1.2103,0.0048841,0,289.51,0,0,0,0,0,0,1.0117e+05,-244.56,1.0142e+05,1.2147
0.07927,1.2107,0.0049678,0,289.27,0,0,0,0,0,0,1.0088e+05,-484.43,1.0136e+05,1.2122
0.038866,1.211,0.0050516,0,289.56,0,0,0,0,0,0,1.0122e+05,-127.56,1.0135e+05,1.215
0.041588,1.2113,0.0051353,0,289.59,0,0,0,0,0,0,1.012e+05,-127.63,1.0133e+05,1.2147
0.087715,1.2116,0.005219,0,289.25,0,0,0,0,0,0,1.0078e+05,-527.01,1.0131e+05,1.2111
0.063696,1.2119,0.0053027,0,289.47,0,0,0,0,0,0,1.0104e+05,-276.69,1.0131e+05,1.2132
0,1.2122,0.0053864,0,289.8,0,0,0,0,0,0,1.014e+05,22.549,1.0137e+05,1.2162
0.059962,1.2125,0.0054661,0,289.48,0,0,0,0,0,0,1.0107e+05,-368.75,1.0144e+05,1.2136
0.074862,1.2128,0.0055384,0,289.28,0,0,0,0,0,0,1.0093e+05,-488.18,1.0142e+05,1.2127
0,1.2132,0.0056106,0,289.64,0,0,0,0,0,0,1.0134e+05,5.1218,1.0134e+05,1.2162
0.042188,1.2135,0.0056829,0,289.57,0,0,0,0,0,0,1.012e+05,-90.568,1.0129e+05,1.2147
0.10038,1.2138,0.0057551,0,289.1,0,0,0,0,0,0,1.0061e+05,-646,1.0126e+05,1.2097
0.079682,1.2141,0.0058274,0,289.32,0,0,0,0,0,0,1.0088e+05,-353.2,1.0123e+05,1.2119
0,1.2144,0.0058996,0,289.74,0,0,0,0,0,0,1.0135e+05,139.03,1.0121e+05,1.2158
0.076595,1.2147,0.0059719,0,289.45,0,0,0,0,0,0,1.0091e+05,-308.9,1.0122e+05,1.2118
0.42216,1.2023,0.00583,0,288.92,0,0,0,0,0,0,89636,-2581.5,92217,1.0784
0.42341,1.2026,0.005914,0,288.8,0,0,0,0,0,0,89571,-2717.4,92289,1.078
0.4226,1.2029,0.0059973,0,288.77,0,0,0,0,0,0,89613,-2727.8,92341,1.0787
0.42179,1.2033,0.006074,0,288.75,0,0,0,0,0,0,89654,-2742.1,92397,1.0792
0.42204,1.2036,0.0061506,0,288.69,0,0,0,0,0,0,89641,-2815,92456,1.0793
0.42165,1.2039,0.0062273,0,288.68,0,0,0,0,0,0,89662,-2843.4,92505,1.0796
0.42148,1.2042,0.006304,0,288.66,0,0,0,0,0,0,89670,-2876.8,92547,1.0798
0.42176,1.2046,0.0063807,0,288.62,0,0,0,0,0,0,89656,-2932.1,92588,1.0797
0.42059,1.2049,0.0064534,0,288.66,0,0,0,0,0,0,89716,-2915.6,92631,1.0803
0.41988,1.2052,0.0065234,0,288.68,0,0,0,0,0,0,89752,-2921.6,92674,1.0807
0.4205,1.2056,0.0065934,0,288.65,0,0,0,0,0,0,89720,-2993.4,92714,1.0804
0.41962,1.2059,0.0066633,0,288.7,0,0,0,0,0,0,89765,-2999.3,92764,1.0807
0.41848,1.2062,0.0067333,0,288.76,0,0,0,0,0,0,89823,-3003.2,92826,1.0812
0.41909,1.2065,0.0068027,0,288.72,0,0,0,0,0,0,89792,-3099,92891,1.081
0.41879,1.2069,0.0068666,0,288.72,0,0,0,0,0,0,89807,-3152.6,92960,1.0812
0.41697,1.2072,0.0069304,0,288.8,0,0,0,0,0,0,89900,-3092.6,92993,1.082
0.41673,1.2075,0.0069942,0,288.8,0,0,0,0,0,0,89912,-3079.5,92992,1.0821
0.41716,1.2079,0.0070581,0,288.77,0,0,0,0,0,0,89890,-3116.5,93007,1.082
0.41555,1.2082,0.0071219,0,288.81,0,0,0,0,0,0,89972,-3072.9,93045,1.0828
0.41405,1.2085,0.0071804,0,288.84,0,0,0,0,0,0,90048,-3048.8,93096,1.0836
0.41473,1.2088,0.007238,0,288.77,0,0,0,0,0,0,90013,-3127.2,93140,1.0835
0.41512,1.2092,0.0072957,0,288.7,0,0,0,0,0,0,89993,-3182.1,93175,1.0835
0.41382,1.2095,0.0073533,0,288.7,0,0,0,0,0,0,90059,-3151.6,93211,1.0843
0.41367,1.2098,0.007411,0,288.63,0,0,0,0,0,0,90067,-3165.3,93232,1.0847
0.41445,1.2102,0.0074643,0,288.51,0,0,0,0,0,0,90027,-3217.6,93245,1.0846
0.41378,1.2105,0.0075154,0,288.46,0,0,0,0,0,0,90061,-3207,93268,1.0852
0.41357,1.2108,0.0075666,0,288.39,0,0,0,0,0,0,90072,-3237.6,93309,1.0856
0.4145,1.2112,0.0076177,0,288.28,0,0,0,0,0,0,90025,-3333,93358,1.0854
0.41429,1.2115,0.0076688,0,288.23,0,0,0,0,0,0,90036,-3351.6,93387,1.0858
0.41358,1.2118,0.0077168,0,288.21,0,0,0,0,0,0,90071,-3333.7,93405,1.0863
0.41376,1.2122,0.007761,0,288.15,0,0,0,0,0,0,90062,-3376,93438,1.0864
0.41437,1.2125,0.0078052,0,288.08,0,0,0,0,0,0,90032,-3459.9,93491,1.0863
0.41499,1.2128,0.0078495,0,288.03,0,0,0,0,0,0,90000,-3531.9,93532,1.0861
0.41496,1.2132,0.0078937,0,288.02,0,0,0,0,0,0,90002,-3531.8,93534,1.0861
0.41464,1.2135,0.0079361,0,288.04,0,0,0,0,0,0,90018,-3520,93538,1.0863
0.41527,1.2138,0.0079731,0,288.03,0,0,0,0,0,0,89986,-3591.3,93577,1.0859
