"Mas","Points:0","Points:1","Points:2","T","U:0","U:1","U:2","alphat","nuTilda","nut","p","pFluc","pMean","rho"
0.41592,1.2142,0.0080101,0,288.04,0,0,0,0,0,0,89953,-3678.8,93632,1.0855
0.41604,1.2145,0.0080471,0,288.09,0,0,0,0,0,0,89947,-3706.9,93654,1.0852
0.0908,1.2151,0.0060488,0,289.23,0,0,0,0,0,0,1.0074e+05,-556.04,1.013e+05,1.2107
0,1.2154,0.0061128,0,289.64,0,0,0,0,0,0,1.0136e+05,48.718,1.0131e+05,1.2164
0,1.2157,0.0061768,0,289.68,0,0,0,0,0,0,1.0134e+05,139.52,1.012e+05,1.216
0.1011,1.2161,0.0062407,0,289.1,0,0,0,0,0,0,1.006e+05,-509.34,1.0111e+05,1.2095
0.1027,1.2164,0.0063047,0,289.08,0,0,0,0,0,0,1.0058e+05,-474.25,1.0105e+05,1.2094
0.032597,1.2168,0.0063687,0,289.67,0,0,0,0,0,0,1.0125e+05,242.46,1.0101e+05,1.2149
0.067917,1.2171,0.0064327,0,289.52,0,0,0,0,0,0,1.01e+05,32.778,1.0097e+05,1.2125
0.1249,1.2174,0.0064967,0,288.92,0,0,0,0,0,0,1.0023e+05,-740.58,1.0097e+05,1.2058
0.10082,1.2178,0.0065581,0,289.16,0,0,0,0,0,0,1.0061e+05,-408.57,1.0102e+05,1.2094
0,1.2181,0.0066077,0,289.71,0,0,0,0,0,0,1.0137e+05,401.88,1.0097e+05,1.2162
0.075614,1.2185,0.0066573,0,289.4,0,0,0,0,0,0,1.0092e+05,103.52,1.0082e+05,1.2121
0.1369,1.2188,0.0067069,0,288.67,0,0,0,0,0,0,1.0001e+05,-691.18,1.007e+05,1.2042
0.13041,1.2191,0.0067565,0,288.79,0,0,0,0,0,0,1.0013e+05,-471.37,1.006e+05,1.2051
0.088671,1.2195,0.0068062,0,289.38,0,0,0,0,0,0,1.0077e+05,270.88,1.005e+05,1.2104
0.11304,1.2198,0.0068558,0,289.17,0,0,0,0,0,0,1.0042e+05,1.9518,1.0042e+05,1.2071
0.1505,1.2202,0.0069054,0,288.63,0,0,0,0,0,0,99735,-678.68,1.0041e+05,1.2011
0.13017,1.2205,0.0069502,0,288.86,0,0,0,0,0,0,1.0013e+05,-282.7,1.0041e+05,1.2049
0.097372,1.2208,0.0069844,0,289.25,0,0,0,0,0,0,1.0066e+05,377.9,1.0028e+05,1.2095
0.13876,1.2212,0.0070187,0,288.75,0,0,0,0,0,0,99971,-73.503,1.0004e+05,1.2034
0.17834,1.2215,0.007053,0,288.06,0,0,0,0,0,0,99101,-732.56,99834,1.1958
0.16943,1.2219,0.0070873,0,288.29,0,0,0,0,0,0,99315,-315.41,99630,1.1974
0.1483,1.2222,0.0071215,0,288.77,0,0,0,0,0,0,99780,349.58,99431,1.201
0.17572,1.2226,0.0071558,0,288.36,0,0,0,0,0,0,99165,-105.68,99271,1.1953
0.20954,1.2229,0.0071901,0,287.65,0,0,0,0,0,0,98271,-885.04,99156,1.1875
0.20118,1.2233,0.0072206,0,287.8,0,0,0,0,0,0,98506,-506.78,99013,1.1897
0.17844,1.2236,0.007245,0,288.29,0,0,0,0,0,0,99099,343.39,98755,1.1948
0.20108,1.2239,0.0072651,0,287.9,0,0,0,0,0,0,98509,104.08,98405,1.1893
0.24583,1.2242,0.0072814,0,286.71,0,0,0,0,0,0,97153,-877.95,98031,1.1778
0.2745,1.2244,0.0072931,0,285.89,0,0,0,0,0,0,96157,-1484.3,97641,1.1691
0.28646,1.2246,0.0073018,0,285.65,0,0,0,0,0,0,95713,-1480.8,97194,1.1646
0.28165,1.2247,0.0073091,0,285.82,0,0,0,0,0,0,95894,-832.86,96727,1.1662
0.26596,1.2249,0.0073151,0,286.42,0,0,0,0,0,0,96463,163.13,96300,1.1706
0.2623,1.225,0.0073202,0,286.66,0,0,0,0,0,0,96593,693.62,95899,1.1712
0.28154,1.225,0.0073244,0,286.15,0,0,0,0,0,0,95898,370.26,95528,1.1649
0.41652,1.2148,0.0080856,0,288.12,0,0,0,0,0,0,89923,-3725.5,93648,1.0848
0.4169,1.2152,0.0081231,0,288.14,0,0,0,0,0,0,89903,-3757.2,93660,1.0845
0.41695,1.2155,0.0081537,0,288.16,0,0,0,0,0,0,89901,-3780.9,93682,1.0844
0.41715,1.2159,0.0081844,0,288.19,0,0,0,0,0,0,89891,-3799.8,93690,1.0842
0.41728,1.2162,0.008215,0,288.22,0,0,0,0,0,0,89884,-3820.1,93704,1.084
0.41737,1.2166,0.0082456,0,288.25,0,0,0,0,0,0,89880,-3867.5,93747,1.0838
0.41718,1.2169,0.0082754,0,288.26,0,0,0,0,0,0,89889,-3914.9,93804,1.0839
0.41673,1.2173,0.0082978,0,288.28,0,0,0,0,0,0,89912,-3912,93824,1.0841
0.41636,1.2176,0.0083203,0,288.3,0,0,0,0,0,0,89931,-3883,93814,1.0843
0.41594,1.218,0.0083428,0,288.29,0,0,0,0,0,0,89952,-3860.8,93813,1.0845
0.41549,1.2183,0.0083652,0,288.26,0,0,0,0,0,0,89975,-3838.7,93813,1.0849
0.41475,1.2187,0.0083871,0,288.22,0,0,0,0,0,0,90012,-3804.4,93817,1.0855
0.41381,1.219,0.0084011,0,288.18,0,0,0,0,0,0,90060,-3774.9,93834,1.0863
0.413,1.2194,0.0084151,0,288.11,0,0,0,0,0,0,90101,-3757.5,93858,1.087
0.41221,1.2197,0.0084291,0,288.01,0,0,0,0,0,0,90140,-3719.8,93860,1.0878
0.41145,1.2201,0.0084431,0,287.9,0,0,0,0,0,0,90179,-3663.3,93842,1.0887
0.41034,1.2204,0.0084569,0,287.81,0,0,0,0,0,0,90234,-3604,93838,1.0898
0.40897,1.2208,0.0084635,0,287.72,0,0,0,0,0,0,90303,-3555.4,93858,1.0909
0.40764,1.2211,0.0084702,0,287.59,0,0,0,0,0,0,90369,-3513,93882,1.0922
0.40596,1.2215,0.0084768,0,287.41,0,0,0,0,0,0,90453,-3428.5,93881,1.0939
0.40374,1.2218,0.0084799,0,287.26,0,0,0,0,0,0,90564,-3309.3,93873,1.0958
0.40112,1.2222,0.0084803,0,287.24,0,0,0,0,0,0,90693,-3191.1,93884,1.0974
0.3982,1.2225,0.0084806,0,287.35,0,0,0,0,0,0,90837,-3066.6,93903,1.0988
0.39453,1.2229,0.0084799,0,287.53,0,0,0,0,0,0,91016,-2916.1,93932,1.1003
0.38999,1.2232,0.00847,0,287.75,0,0,0,0,0,0,91236,-2736.6,93973,1.1021
0.38494,1.2235,0.0084601,0,287.99,0,0,0,0,0,0,91480,-2542.4,94022,1.1041
0.37968,1.2239,0.0084511,0,288.22,0,0,0,0,0,0,91730,-2348.2,94078,1.1063
0.37461,1.2241,0.0084435,0,288.44,0,0,0,0,0,0,91969,-2166.4,94136,1.1083
0.36998,1.2244,0.0084372,0,288.64,0,0,0,0,0,0,92186,-1999.9,94185,1.1101
0.36587,1.2245,0.008432,0,288.82,0,0,0,0,0,0,92376,-1845.2,94221,1.1117
0.36229,1.2247,0.0084276,0,288.97,0,0,0,0,0,0,92540,-1702.9,94243,1.1131
0.35937,1.2248,0.008424,0,289.1,0,0,0,0,0,0,92673,-1582.3,94255,1.1142
0.35687,1.2249,0.008421,0,289.21,0,0,0,0,0,0,92787,-1471.7,94258,1.1152
0.3549,1.225,0.0084184,0,289.29,0,0,0,0,0,0,92875,-1376.8,94252,1.1159
0.30204,1.2251,0.0073262,0,285.55,0,0,0,0,0,0,95112,-123.88,95235,1.1578
0.3153,1.2251,0.0073279,0,285.16,0,0,0,0,0,0,94578,-432.33,95011,1.1528
0.32857,1.2252,0.0073296,0,284.79,0,0,0,0,0,0,94026,-777.97,94804,1.1476
0.34293,1.2252,0.0073314,0,284.33,0,0,0,0,0,0,93407,-1187.9,94595,1.1419
0.35752,1.2252,0.0073331,0,283.78,0,0,0,0,0,0,92757,-1610.4,94368,1.1361
0.37137,1.2253,0.0073348,0,283.27,0,0,0,0,0,0,92120,-1990.8,94111,1.1304
0.384,1.2253,0.0073366,0,282.76,0,0,0,0,0,0,91525,-2290.1,93815,1.1251
0.39572,1.2253,0.0073383,0,282.33,0,0,0,0,0,0,90958,-2502.2,93460,1.1198
0.40801,1.2254,0.00734,0,281.83,0,0,0,0,0,0,90351,-2664.7,93016,1.1143
0.42246,1.2254,0.0073419,0,281.27,0,0,0,0,0,0,89620,-2814.4,92435,1.1075
0.43913,1.2254,0.0073443,0,280.5,0,0,0,0,0,0,88755,-2967.9,91723,1.0998
0.45984,1.2255,0.0073467,0,279.78,0,0,0,0,0,0,87651,-3138.9,90790,1.0889
0.47402,1.2255,0.0073533,0,280.26,0,0,0,0,0,0,86876,-3158.3,90034,1.0775
0.46835,1.2255,0.0073638,0,281.44,0,0,0,0,0,0,87187,-2939.9,90127,1.0768
0.44032,1.2256,0.0073743,0,282.88,0,0,0,0,0,0,88693,-2405.1,91098,1.0898
0.41001,1.2256,0.0073848,0,284.67,0,0,0,0,0,0,90251,-1761.5,92012,1.102
0.35376,1.2251,0.0084173,0,289.35,0,0,0,0,0,0,92926,-1313.4,94240,1.1163
0.35295,1.2251,0.0084161,0,289.4,0,0,0,0,0,0,92963,-1259.7,94222,1.1166
0.35217,1.2251,0.0084149,0,289.44,0,0,0,0,0,0,92998,-1202.7,94200,1.1168
0.35132,1.2252,0.0084137,0,289.5,0,0,0,0,0,0,93036,-1147.2,94183,1.117
0.35036,1.2252,0.0084101,0,289.55,0,0,0,0,0,0,93079,-1094.8,94173,1.1174
0.34931,1.2253,0.0084055,0,289.6,0,0,0,0,0,0,93125,-1038.3,94164,1.1177
0.34827,1.2253,0.0084008,0,289.66,0,0,0,0,0,0,93171,-969,94140,1.118
0.34746,1.2254,0.0083962,0,289.7,0,0,0,0,0,0,93207,-877.79,94085,1.1183
0.34706,1.2254,0.0083915,0,289.75,0,0,0,0,0,0,93225,-759.95,93985,1.1183
0.34725,1.2254,0.0083869,0,289.76,0,0,0,0,0,0,93217,-642.3,93859,1.1182
0.34828,1.2255,0.0083789,0,289.78,0,0,0,0,0,0,93171,-577.73,93749,1.1176
0.34856,1.2255,0.0083593,0,289.84,0,0,0,0,0,0,93158,-584.09,93743,1.1172
0.34739,1.2256,0.0083397,0,289.89,0,0,0,0,0,0,93211,-615.43,93826,1.1176
0.3459,1.2256,0.0083202,0,289.96,0,0,0,0,0,0,93276,-599.34,93876,1.1181
0.34436,1.2256,0.0083006,0,290.04,0,0,0,0,0,0,93344,-512.96,93857,1.1186
0.34334,1.2257,0.008281,0,290.09,0,0,0,0,0,0,93389,-396.64,93786,1.119
0.38915,1.2256,0.0074099,0,286.63,0,0,0,0,0,0,91277,-1481.6,92759,1.1069
0.36866,1.2257,0.0074349,0,289.6,0,0,0,0,0,0,92247,-1316.1,93563,1.1072
0.35048,1.2257,0.0074608,0,291.79,0,0,0,0,0,0,93073,-674.21,93748,1.1087
0.33077,1.2257,0.0074896,0,292.34,0,0,0,0,0,0,93932,266.32,93666,1.1168
0.31506,1.2258,0.0075185,0,292.79,0,0,0,0,0,0,94588,828.56,93760,1.1229
0.31384,1.2258,0.0075474,0,292.8,0,0,0,0,0,0,94638,782.95,93855,1.1235
0.32285,1.2258,0.0075763,0,292.41,0,0,0,0,0,0,94266,365.76,93900,1.1205
0.33251,1.2258,0.0076076,0,291.96,0,0,0,0,0,0,93858,-80.017,93938,1.1174
0.34022,1.2258,0.007643,0,291.6,0,0,0,0,0,0,93525,-446.39,93972,1.1148
0.34837,1.2259,0.0076785,0,291.25,0,0,0,0,0,0,93167,-814.19,93981,1.1119
0.35702,1.2259,0.0077139,0,290.91,0,0,0,0,0,0,92779,-1180.4,93960,1.1085
0.36144,1.2259,0.0077494,0,290.78,0,0,0,0,0,0,92579,-1318.6,93897,1.1067
0.35851,1.2259,0.0077849,0,290.95,0,0,0,0,0,0,92712,-1145.1,93857,1.1076
0.3509,1.2259,0.007823,0,291.31,0,0,0,0,0,0,93054,-795.52,93850,1.1103
0.34288,1.2259,0.0078611,0,291.71,0,0,0,0,0,0,93409,-420.1,93829,1.113
0.3373,1.2259,0.0078992,0,292,0,0,0,0,0,0,93652,-154.58,93807,1.1148
0.33492,1.2259,0.0079373,0,292.16,0,0,0,0,0,0,93755,-59.814,93814,1.1154
0.33551,1.2259,0.0079739,0,292.2,0,0,0,0,0,0,93729,-124.34,93854,1.115
0.33856,1.2259,0.0080092,0,292.14,0,0,0,0,0,0,93597,-278.97,93876,1.1136
0.34246,1.2258,0.0080444,0,292.06,0,0,0,0,0,0,93427,-436.47,93864,1.1119
0.34615,1.2258,0.0080796,0,291.46,0,0,0,0,0,0,93265,-569.9,93835,1.1123
0.34839,1.2258,0.0081148,0,290.5,0,0,0,0,0,0,93166,-677.96,93844,1.1147
0.34835,1.2258,0.0081452,0,290.09,0,0,0,0,0,0,93168,-681.42,93850,1.1163
0.34723,1.2258,0.0081755,0,290.11,0,0,0,0,0,0,93217,-557.81,93775,1.1169
0.34624,1.2257,0.0082059,0,290.14,0,0,0,0,0,0,93261,-389.77,93651,1.1173
0.34535,1.2257,0.0082362,0,290.15,0,0,0,0,0,0,93301,-277.19,93578,1.1177
0.34395,1.2257,0.0082633,0,290.12,0,0,0,0,0,0,93362,-292.88,93655,1.1186
