x,Curve1
0.006073,0.132349
0.012146,1.310963
0.024291,0.836242
0.048583,0.846964
0.089069,0.860341
0.135628,0.838638
0.204453,0.771025
0.311741,0.668246
0.455466,0.562672
0.609312,0.532589
0.746964,0.518732
0.876518,0.518383
0.969636,0.501949
